SUB_ID,ORD,CASE_ID,SOUNDTYPE,SOUNDNUM,SAMEDIFF,MUS_REF,MUS_COM,REF,A,B,C,D,ANS,CORRECT,TIME,COMPLETED,REP,EXPERTICE,HEADPHONE
95,HKzhS7,9,6,MUSIC,0,diff,BEE1,BEE2,BP,BP,CP,AC,MH,BP,1,2020-11-15 22:03:49,0,0,experienced,Sennheiser HD 25-1
105,HKzhS7,10,27,INSTR,16,same,viulut,viulut,MH,CP,MH,AC,BP,CP,0,2020-11-15 22:03:51,0,1,experienced,Sennheiser HD 25-1
119,HKzhS7,11,32,INSTR,6,diff,viulut,viulut2,CP,CP,MH,BP,AC,CP,1,2020-11-15 22:03:53,0,1,experienced,Sennheiser HD 25-1
125,HKzhS7,12,4,MUSIC,0,same,BEE1,BEE1,CP,BP,AC,CP,MH,BP,0,2020-11-15 22:04:00,0,0,experienced,Sennheiser HD 25-1
135,HKzhS7,13,29,INSTR,10,diff,viulut,viulut2,AC,CP,MH,AC,BP,CP,0,2020-11-15 22:04:02,0,1,experienced,Sennheiser HD 25-1
145,HKzhS7,14,2,MUSIC,0,same,BEE1,BEE1,BP,MH,BP,CP,AC,MH,0,2020-11-15 22:04:04,0,0,experienced,Sennheiser HD 25-1
155,HKzhS7,15,16,MUSIC,0,same,BEE2,BEE2,CP,CP,MH,AC,BP,CP,1,2020-11-15 22:04:05,0,1,experienced,Sennheiser HD 25-1
165,HKzhS7,16,15,MUSIC,0,same,BEE2,BEE2,MH,AC,BP,MH,CP,AC,0,2020-11-15 22:04:07,0,1,experienced,Sennheiser HD 25-1
175,HKzhS7,17,7,MUSIC,0,diff,BEE1,BEE2,MH,AC,CP,MH,BP,AC,0,2020-11-15 22:04:10,0,0,experienced,Sennheiser HD 25-1
185,HKzhS7,18,12,MUSIC,0,diff,BEE2,BEE1,CP,BP,MH,CP,AC,BP,0,2020-11-15 22:04:11,0,1,experienced,Sennheiser HD 25-1
195,HKzhS7,19,5,MUSIC,0,diff,BEE1,BEE2,AC,MH,AC,BP,CP,MH,0,2020-11-15 22:04:13,0,0,experienced,Sennheiser HD 25-1
205,HKzhS7,20,14,MUSIC,0,same,BEE2,BEE2,BP,MH,BP,CP,AC,MH,0,2020-11-15 22:04:15,0,1,experienced,Sennheiser HD 25-1
219,HKzhS7,21,25,INSTR,13,same,viulut,viulut,AC,MH,BP,AC,CP,MH,0,2020-11-15 22:04:17,0,1,experienced,Sennheiser HD 25-1
225,HKzhS7,22,22,INSTR,9,diff,viulut,viulut2,BP,CP,BP,MH,AC,CP,0,2020-11-15 22:04:19,0,1,experienced,Sennheiser HD 25-1
235,HKzhS7,23,21,INSTR,8,diff,viulut,viulut2,AC,CP,MH,BP,AC,CP,0,2020-11-15 22:04:21,0,1,experienced,Sennheiser HD 25-1
245,HKzhS7,24,24,INSTR,4,diff,viulut,viulut2,CP,MH,AC,BP,CP,MH,0,2020-11-15 22:04:23,0,1,experienced,Sennheiser HD 25-1
255,HKzhS7,25,20,INSTR,3,same,viulut,viulut,CP,MH,AC,CP,BP,MH,0,2020-11-15 22:04:25,0,1,experienced,Sennheiser HD 25-1
265,HKzhS7,26,17,INSTR,1,same,viulut,viulut,AC,MH,AC,BP,CP,MH,0,2020-11-15 22:04:27,0,1,experienced,Sennheiser HD 25-1
275,HKzhS7,27,1,MUSIC,0,same,BEE1,BEE1,AC,AC,CP,BP,MH,AC,1,2020-11-15 22:04:29,0,0,experienced,Sennheiser HD 25-1
285,HKzhS7,28,3,MUSIC,0,same,BEE1,BEE1,MH,AC,MH,BP,CP,AC,0,2020-11-15 22:04:32,0,0,experienced,Sennheiser HD 25-1
295,HKzhS7,29,23,INSTR,5,diff,viulut,viulut2,MH,BP,CP,MH,AC,BP,0,2020-11-15 22:04:33,0,1,experienced,Sennheiser HD 25-1
305,HKzhS7,30,8,MUSIC,0,diff,BEE1,BEE2,CP,CP,BP,AC,MH,CP,1,2020-11-15 22:04:35,0,0,experienced,Sennheiser HD 25-1
315,HKzhS7,31,11,MUSIC,0,diff,BEE2,BEE1,MH,BP,CP,MH,AC,BP,0,2020-11-15 22:04:37,0,1,experienced,Sennheiser HD 25-1
325,HKzhS7,32,26,INSTR,11,same,viulut,viulut,BP,AC,BP,CP,MH,AC,0,2020-11-15 22:04:40,0,1,experienced,Sennheiser HD 25-1
120,I5fc,1,31,INSTR,9,diff,viulut,viulut2,MH,MH,AC,BP,CP,AC,0,2020-11-11 16:54:02,0,1,expert,Sennheiser HD650
220,I5fc,2,22,INSTR,5,diff,viulut,viulut2,BP,BP,CP,AC,MH,AC,0,2020-11-11 16:55:34,0,1,expert,Sennheiser HD650
38,I5fc,3,27,INSTR,3,same,viulut,viulut,MH,CP,AC,MH,BP,MH,1,2020-11-11 16:56:35,0,1,expert,Sennheiser HD650
46,I5fc,4,5,MUSIC,0,diff,BEE1,BEE2,AC,AC,MH,CP,BP,BP,0,2020-11-11 16:57:27,0,0,expert,Sennheiser HD650
56,I5fc,5,10,MUSIC,0,diff,BEE2,BEE1,BP,CP,BP,AC,MH,CP,0,2020-11-11 16:59:00,0,1,expert,Sennheiser HD650
66,I5fc,6,15,MUSIC,0,same,BEE2,BEE2,MH,BP,MH,CP,AC,MH,1,2020-11-11 16:59:56,0,1,expert,Sennheiser HD650
76,I5fc,7,7,MUSIC,0,diff,BEE1,BEE2,MH,MH,BP,CP,AC,BP,0,2020-11-11 17:00:55,0,0,expert,Sennheiser HD650
86,I5fc,8,13,MUSIC,0,same,BEE2,BEE2,AC,AC,CP,BP,MH,AC,1,2020-11-11 17:01:49,0,1,expert,Sennheiser HD650
96,I5fc,9,14,MUSIC,0,same,BEE2,BEE2,BP,BP,CP,MH,AC,BP,1,2020-11-11 17:03:22,0,1,expert,Sennheiser HD650
106,I5fc,10,23,INSTR,2,diff,viulut,viulut2,MH,BP,MH,AC,CP,MH,1,2020-11-11 17:04:16,0,1,expert,Sennheiser HD650
1110,I5fc,11,17,INSTR,6,same,viulut,viulut,AC,AC,BP,MH,CP,AC,1,2020-11-11 17:05:40,0,1,expert,Sennheiser HD650
126,I5fc,12,4,MUSIC,0,same,BEE1,BEE1,CP,AC,BP,MH,CP,CP,1,2020-11-11 17:06:36,0,0,expert,Sennheiser HD650
136,I5fc,13,25,INSTR,8,same,viulut,viulut,AC,AC,CP,MH,BP,AC,1,2020-11-11 17:07:12,0,1,expert,Sennheiser HD650
146,I5fc,14,21,INSTR,1,diff,viulut,viulut2,AC,MH,CP,AC,BP,AC,1,2020-11-11 17:08:10,0,1,expert,Sennheiser HD650
156,I5fc,15,16,MUSIC,0,same,BEE2,BEE2,CP,AC,BP,MH,CP,CP,1,2020-11-11 17:09:19,0,1,expert,Sennheiser HD650
166,I5fc,16,32,INSTR,15,diff,viulut,viulut2,CP,CP,AC,BP,MH,BP,0,2020-11-11 17:11:15,0,1,expert,Sennheiser HD650
176,I5fc,17,3,MUSIC,0,same,BEE1,BEE1,MH,AC,BP,CP,MH,MH,1,2020-11-11 17:12:16,0,0,expert,Sennheiser HD650
186,I5fc,18,9,MUSIC,0,diff,BEE2,BEE1,AC,BP,AC,MH,CP,BP,0,2020-11-11 17:12:55,0,1,expert,Sennheiser HD650
196,I5fc,19,20,INSTR,14,same,viulut,viulut,CP,CP,BP,AC,MH,BP,0,2020-11-11 17:14:17,0,1,expert,Sennheiser HD650
206,I5fc,20,12,MUSIC,0,diff,BEE2,BEE1,CP,BP,MH,CP,AC,CP,1,2020-11-11 17:14:57,0,1,expert,Sennheiser HD650
2110,I5fc,21,2,MUSIC,0,same,BEE1,BEE1,BP,CP,MH,BP,AC,BP,1,2020-11-11 17:15:44,0,0,expert,Sennheiser HD650
226,I5fc,22,19,INSTR,13,same,viulut,viulut,MH,CP,BP,AC,MH,MH,1,2020-11-11 17:16:21,0,1,expert,Sennheiser HD650
236,I5fc,23,26,INSTR,7,same,viulut,viulut,BP,AC,CP,BP,MH,BP,1,2020-11-11 17:17:35,0,1,expert,Sennheiser HD650
246,I5fc,24,29,INSTR,16,diff,viulut,viulut2,AC,CP,AC,MH,BP,AC,1,2020-11-11 17:18:47,0,1,expert,Sennheiser HD650
256,I5fc,25,6,MUSIC,0,diff,BEE1,BEE2,BP,MH,BP,CP,AC,CP,0,2020-11-11 17:19:35,0,0,expert,Sennheiser HD650
266,I5fc,26,24,INSTR,4,diff,viulut,viulut2,CP,CP,AC,MH,BP,CP,1,2020-11-11 17:34:49,0,1,expert,Sennheiser HD650
276,I5fc,27,1,MUSIC,0,same,BEE1,BEE1,AC,MH,AC,CP,BP,AC,1,2020-11-11 17:36:58,0,0,expert,Sennheiser HD650
286,I5fc,28,8,MUSIC,0,diff,BEE1,BEE2,CP,AC,BP,MH,CP,MH,0,2020-11-11 17:37:41,0,0,expert,Sennheiser HD650
296,I5fc,29,18,INSTR,12,same,viulut,viulut,BP,BP,AC,MH,CP,BP,1,2020-11-11 17:39:03,0,1,expert,Sennheiser HD650
306,I5fc,30,30,INSTR,11,diff,viulut,viulut2,BP,CP,MH,BP,AC,BP,1,2020-11-11 17:40:05,0,1,expert,Sennheiser HD650
316,I5fc,31,28,INSTR,10,same,viulut,viulut,CP,AC,CP,MH,BP,CP,1,2020-11-11 17:41:16,0,1,expert,Sennheiser HD650
326,I5fc,32,11,MUSIC,0,diff,BEE2,BEE1,MH,AC,MH,CP,BP,BP,0,2020-11-11 17:41:57,0,1,expert,Sennheiser HD650
127,KTX98,1,16,MUSIC,0,same,BEE2,BEE2,CP,BP,AC,CP,MH,BP,0,2021-01-09 20:58:44,0,1,novice,Beoplay E8
227,KTX98,2,15,MUSIC,0,same,BEE2,BEE2,MH,MH,BP,CP,AC,AC,0,2021-01-09 21:01:51,0,1,novice,Beoplay E8
39,KTX98,3,22,INSTR,2,diff,viulut,viulut2,BP,BP,CP,AC,MH,CP,0,2021-01-09 21:03:09,0,1,novice,Beoplay E8
47,KTX98,4,1,MUSIC,0,same,BEE1,BEE1,AC,AC,BP,CP,MH,AC,1,2021-01-09 21:04:53,0,0,novice,Beoplay E8
57,KTX98,5,20,INSTR,3,same,viulut,viulut,CP,CP,MH,AC,BP,BP,0,2021-01-09 21:06:17,0,1,novice,Beoplay E8
67,KTX98,6,11,MUSIC,0,diff,BEE2,BEE1,MH,BP,MH,CP,AC,MH,1,2021-01-09 21:06:59,0,1,novice,Beoplay E8
77,KTX98,7,21,INSTR,4,diff,viulut,viulut2,AC,CP,MH,BP,AC,CP,0,2021-01-09 21:07:59,0,1,novice,Beoplay E8
87,KTX98,8,7,MUSIC,0,diff,BEE1,BEE2,MH,CP,BP,MH,AC,MH,1,2021-01-09 21:09:08,0,0,novice,Beoplay E8
97,KTX98,9,32,INSTR,8,diff,viulut,viulut2,CP,CP,BP,AC,MH,CP,1,2021-01-09 21:09:50,0,1,novice,Beoplay E8
107,KTX98,10,10,MUSIC,0,diff,BEE2,BEE1,BP,MH,AC,BP,CP,AC,0,2021-01-09 21:10:28,0,1,novice,Beoplay E8
1111,KTX98,11,4,MUSIC,0,same,BEE1,BEE1,CP,MH,AC,CP,BP,BP,0,2021-01-09 21:11:15,0,0,novice,Beoplay E8
128,KTX98,12,3,MUSIC,0,same,BEE1,BEE1,MH,MH,AC,CP,BP,AC,0,2021-01-09 21:11:44,0,0,novice,Beoplay E8
137,KTX98,13,29,INSTR,9,diff,viulut,viulut2,AC,AC,MH,CP,BP,BP,0,2021-01-09 21:13:12,0,1,novice,Beoplay E8
147,KTX98,14,14,MUSIC,0,same,BEE2,BEE2,BP,MH,AC,BP,CP,BP,1,2021-01-09 21:13:57,0,1,novice,Beoplay E8
157,KTX98,15,18,INSTR,15,same,viulut,viulut,BP,MH,AC,BP,CP,AC,0,2021-01-09 21:14:43,0,1,novice,Beoplay E8
167,KTX98,16,13,MUSIC,0,same,BEE2,BEE2,AC,CP,MH,BP,AC,BP,0,2021-01-09 21:15:26,0,1,novice,Beoplay E8
177,KTX98,17,12,MUSIC,0,diff,BEE2,BEE1,CP,MH,BP,AC,CP,CP,1,2021-01-09 21:16:24,0,1,novice,Beoplay E8
187,KTX98,18,8,MUSIC,0,diff,BEE1,BEE2,CP,BP,MH,AC,CP,MH,0,2021-01-09 21:16:54,0,0,novice,Beoplay E8
197,KTX98,19,6,MUSIC,0,diff,BEE1,BEE2,BP,AC,CP,BP,MH,CP,0,2021-01-09 21:17:46,0,0,novice,Beoplay E8
207,KTX98,20,28,INSTR,10,same,viulut,viulut,CP,AC,CP,BP,MH,CP,1,2021-01-09 21:18:33,0,1,novice,Beoplay E8
2111,KTX98,21,26,INSTR,12,same,viulut,viulut,BP,MH,CP,BP,AC,BP,1,2021-01-09 21:19:45,0,1,novice,Beoplay E8
228,KTX98,22,23,INSTR,13,diff,viulut,viulut2,MH,MH,CP,BP,AC,MH,1,2021-01-09 21:20:32,0,1,novice,Beoplay E8
237,KTX98,23,5,MUSIC,0,diff,BEE1,BEE2,AC,MH,AC,BP,CP,BP,0,2021-01-09 21:21:18,0,0,novice,Beoplay E8
247,KTX98,24,2,MUSIC,0,same,BEE1,BEE1,BP,MH,CP,AC,BP,CP,0,2021-01-09 21:22:04,0,0,novice,Beoplay E8
257,KTX98,25,9,MUSIC,0,diff,BEE2,BEE1,AC,CP,BP,MH,AC,AC,1,2021-01-09 21:22:50,0,1,novice,Beoplay E8
267,KTX98,26,30,INSTR,5,diff,viulut,viulut2,BP,BP,MH,AC,CP,MH,0,2021-01-09 21:23:26,0,1,novice,Beoplay E8
277,KTX98,27,27,INSTR,14,same,viulut,viulut,MH,CP,AC,BP,MH,AC,0,2021-01-09 21:24:24,0,1,novice,Beoplay E8
287,KTX98,28,19,INSTR,11,same,viulut,viulut,MH,AC,BP,CP,MH,MH,1,2021-01-09 21:25:05,0,1,novice,Beoplay E8
297,KTX98,29,24,INSTR,6,diff,viulut,viulut2,CP,CP,MH,AC,BP,AC,0,2021-01-09 21:26:11,0,1,novice,Beoplay E8
307,KTX98,30,17,INSTR,1,same,viulut,viulut,AC,BP,CP,AC,MH,AC,1,2021-01-09 21:26:48,0,1,novice,Beoplay E8
317,KTX98,31,25,INSTR,7,same,viulut,viulut,AC,MH,BP,AC,CP,MH,0,2021-01-09 21:27:39,0,1,novice,Beoplay E8
327,KTX98,32,31,INSTR,16,diff,viulut,viulut2,MH,CP,MH,AC,BP,BP,0,2021-01-09 21:28:42,0,1,novice,Beoplay E8
129,MMTAu,1,5,MUSIC,0,diff,BEE1,BEE2,AC,CP,BP,MH,AC,CP,0,2020-11-02 12:02:13,0,0,expert,AirPod Pro
229,MMTAu,2,19,INSTR,12,same,viulut,viulut,MH,BP,CP,MH,AC,BP,0,2020-11-02 12:03:53,0,1,expert,AirPod Pro
310,MMTAu,3,16,MUSIC,0,same,BEE2,BEE2,CP,CP,MH,BP,AC,AC,0,2020-11-02 12:04:48,0,1,expert,AirPod Pro
48,MMTAu,4,10,MUSIC,0,diff,BEE2,BEE1,BP,MH,CP,BP,AC,CP,0,2020-11-02 12:06:26,0,1,expert,AirPod Pro
58,MMTAu,5,12,MUSIC,0,diff,BEE2,BEE1,CP,AC,MH,CP,BP,MH,0,2020-11-02 12:06:28,0,1,expert,AirPod Pro
68,MMTAu,6,4,MUSIC,0,same,BEE1,BEE1,CP,CP,MH,BP,AC,MH,0,2020-11-02 12:06:30,0,0,expert,AirPod Pro
78,MMTAu,7,26,INSTR,9,same,viulut,viulut,BP,CP,AC,BP,MH,AC,0,2020-11-02 12:06:33,0,1,expert,AirPod Pro
88,MMTAu,8,15,MUSIC,0,same,BEE2,BEE2,MH,BP,CP,MH,AC,CP,0,2020-11-02 12:06:35,0,1,expert,AirPod Pro
98,MMTAu,9,31,INSTR,3,diff,viulut,viulut2,MH,MH,AC,CP,BP,AC,0,2020-11-02 12:06:37,0,1,expert,AirPod Pro
108,MMTAu,10,2,MUSIC,0,same,BEE1,BEE1,BP,BP,AC,MH,CP,AC,0,2020-11-02 12:06:38,0,0,expert,AirPod Pro
1112,MMTAu,11,9,MUSIC,0,diff,BEE2,BEE1,AC,MH,CP,AC,BP,CP,0,2020-11-02 12:06:40,0,1,expert,AirPod Pro
1210,MMTAu,12,29,INSTR,13,diff,viulut,viulut2,AC,CP,BP,MH,AC,BP,0,2020-11-02 12:06:42,0,1,expert,AirPod Pro
138,MMTAu,13,11,MUSIC,0,diff,BEE2,BEE1,MH,MH,BP,AC,CP,BP,0,2020-11-02 12:06:44,0,1,expert,AirPod Pro
148,MMTAu,14,28,INSTR,5,same,viulut,viulut,CP,AC,MH,CP,BP,MH,0,2020-11-02 12:06:47,0,1,expert,AirPod Pro
158,MMTAu,15,27,INSTR,15,same,viulut,viulut,MH,MH,CP,BP,AC,MH,1,2020-11-02 12:06:48,0,1,expert,AirPod Pro
168,MMTAu,16,25,INSTR,6,same,viulut,viulut,AC,MH,AC,BP,CP,MH,0,2020-11-02 12:06:50,0,1,expert,AirPod Pro
178,MMTAu,17,3,MUSIC,0,same,BEE1,BEE1,MH,BP,AC,CP,MH,BP,0,2020-11-02 12:06:53,0,0,expert,AirPod Pro
188,MMTAu,18,1,MUSIC,0,same,BEE1,BEE1,AC,MH,AC,CP,BP,MH,0,2020-11-02 12:06:55,0,0,expert,AirPod Pro
198,MMTAu,19,17,INSTR,14,same,viulut,viulut,AC,BP,MH,CP,AC,BP,0,2020-11-02 12:06:57,0,1,expert,AirPod Pro
208,MMTAu,20,18,INSTR,2,same,viulut,viulut,BP,CP,BP,AC,MH,CP,0,2020-11-02 12:06:59,0,1,expert,AirPod Pro
2112,MMTAu,21,24,INSTR,16,diff,viulut,viulut2,CP,MH,AC,BP,CP,MH,0,2020-11-02 12:07:01,0,1,expert,AirPod Pro
2210,MMTAu,22,8,MUSIC,0,diff,BEE1,BEE2,CP,AC,BP,MH,CP,AC,0,2020-11-02 12:07:03,0,0,expert,AirPod Pro
238,MMTAu,23,22,INSTR,11,diff,viulut,viulut2,BP,CP,BP,AC,MH,CP,0,2020-11-02 12:07:05,0,1,expert,AirPod Pro
248,MMTAu,24,6,MUSIC,0,diff,BEE1,BEE2,BP,MH,AC,BP,CP,MH,0,2020-11-02 12:07:07,0,0,expert,AirPod Pro
258,MMTAu,25,14,MUSIC,0,same,BEE2,BEE2,BP,MH,CP,BP,AC,MH,0,2020-11-02 12:07:09,0,1,expert,AirPod Pro
268,MMTAu,26,20,INSTR,1,same,viulut,viulut,CP,CP,AC,BP,MH,CP,1,2020-11-02 12:07:11,0,1,expert,AirPod Pro
278,MMTAu,27,21,INSTR,7,diff,viulut,viulut2,AC,CP,BP,MH,AC,CP,0,2020-11-02 12:07:13,0,1,expert,AirPod Pro
288,MMTAu,28,32,INSTR,4,diff,viulut,viulut2,CP,BP,CP,MH,AC,BP,0,2020-11-02 12:07:15,0,1,expert,AirPod Pro
298,MMTAu,29,23,INSTR,8,diff,viulut,viulut2,MH,MH,AC,BP,CP,MH,1,2020-11-02 12:07:17,0,1,expert,AirPod Pro
308,MMTAu,30,30,INSTR,10,diff,viulut,viulut2,BP,MH,BP,AC,CP,MH,0,2020-11-02 12:07:19,0,1,expert,AirPod Pro
318,MMTAu,31,13,MUSIC,0,same,BEE2,BEE2,AC,BP,CP,AC,MH,BP,0,2020-11-02 12:07:21,0,1,expert,AirPod Pro
328,MMTAu,32,7,MUSIC,0,diff,BEE1,BEE2,MH,BP,AC,CP,MH,BP,0,2020-11-02 12:07:24,0,0,expert,AirPod Pro
130,PIlY,1,12,MUSIC,0,diff,BEE2,BEE1,CP,AC,BP,MH,CP,MH,0,2020-12-07 18:46:05,0,1,experienced,NA
230,PIlY,2,28,INSTR,13,same,viulut,viulut,CP,CP,BP,AC,MH,CP,1,2020-12-07 18:47:23,0,1,experienced,NA
319,PIlY,3,11,MUSIC,0,diff,BEE2,BEE1,MH,CP,AC,BP,MH,MH,1,2020-12-07 18:48:30,0,1,experienced,NA
49,PIlY,4,32,INSTR,14,diff,viulut,viulut2,CP,MH,AC,CP,BP,CP,1,2020-12-07 18:49:19,0,1,experienced,NA
59,PIlY,5,25,INSTR,4,same,viulut,viulut,AC,BP,MH,AC,CP,CP,0,2020-12-07 18:50:05,0,1,experienced,NA
69,PIlY,6,2,MUSIC,0,same,BEE1,BEE1,BP,AC,BP,MH,CP,BP,1,2020-12-07 18:50:47,0,0,experienced,NA
79,PIlY,7,10,MUSIC,0,diff,BEE2,BEE1,BP,BP,AC,MH,CP,CP,0,2020-12-07 18:51:25,0,1,experienced,NA
89,PIlY,8,23,INSTR,12,diff,viulut,viulut2,MH,CP,AC,BP,MH,BP,0,2020-12-07 18:52:43,0,1,experienced,NA
99,PIlY,9,1,MUSIC,0,same,BEE1,BEE1,AC,BP,MH,AC,CP,CP,0,2020-12-07 18:53:32,0,0,experienced,NA
109,PIlY,10,26,INSTR,7,same,viulut,viulut,BP,BP,AC,MH,CP,BP,1,2020-12-07 18:54:13,0,1,experienced,NA
1113,PIlY,11,6,MUSIC,0,diff,BEE1,BEE2,BP,BP,CP,AC,MH,CP,0,2020-12-07 18:55:40,0,0,experienced,NA
1211,PIlY,12,27,INSTR,9,same,viulut,viulut,MH,MH,CP,AC,BP,MH,1,2020-12-07 18:55:49,0,1,experienced,NA
139,PIlY,13,8,MUSIC,0,diff,BEE1,BEE2,CP,BP,MH,AC,CP,CP,1,2020-12-07 18:56:44,0,0,experienced,NA
149,PIlY,14,22,INSTR,10,diff,viulut,viulut2,BP,AC,MH,BP,CP,BP,1,2020-12-07 18:57:01,0,1,experienced,NA
159,PIlY,15,16,MUSIC,0,same,BEE2,BEE2,CP,MH,BP,CP,AC,BP,0,2020-12-07 18:57:37,0,1,experienced,NA
169,PIlY,16,24,INSTR,3,diff,viulut,viulut2,CP,CP,BP,AC,MH,MH,0,2020-12-07 18:57:42,0,1,experienced,NA
179,PIlY,17,14,MUSIC,0,same,BEE2,BEE2,BP,AC,MH,CP,BP,MH,0,2020-12-07 18:57:54,0,1,experienced,NA
189,PIlY,18,21,INSTR,2,diff,viulut,viulut2,AC,CP,BP,AC,MH,AC,1,2020-12-07 18:58:03,0,1,experienced,NA
199,PIlY,19,20,INSTR,16,same,viulut,viulut,CP,BP,AC,CP,MH,AC,0,2020-12-07 18:58:40,0,1,experienced,NA
209,PIlY,20,13,MUSIC,0,same,BEE2,BEE2,AC,MH,CP,AC,BP,CP,0,2020-12-07 18:58:50,0,1,experienced,NA
2113,PIlY,21,19,INSTR,1,same,viulut,viulut,MH,AC,MH,BP,CP,BP,0,2020-12-07 18:58:59,0,1,experienced,NA
2211,PIlY,22,17,INSTR,8,same,viulut,viulut,AC,AC,CP,BP,MH,CP,0,2020-12-07 18:59:04,0,1,experienced,NA
239,PIlY,23,15,MUSIC,0,same,BEE2,BEE2,MH,AC,MH,BP,CP,CP,0,2020-12-07 18:59:21,0,1,experienced,NA
249,PIlY,24,30,INSTR,15,diff,viulut,viulut2,BP,AC,MH,CP,BP,CP,0,2020-12-07 18:59:37,0,1,experienced,NA
259,PIlY,25,7,MUSIC,0,diff,BEE1,BEE2,MH,MH,BP,AC,CP,MH,1,2020-12-07 18:59:59,0,0,experienced,NA
269,PIlY,26,29,INSTR,5,diff,viulut,viulut2,AC,CP,AC,BP,MH,AC,1,2020-12-07 19:00:05,0,1,experienced,NA
279,PIlY,27,5,MUSIC,0,diff,BEE1,BEE2,AC,CP,AC,MH,BP,BP,0,2020-12-07 19:00:51,0,0,experienced,NA
289,PIlY,28,3,MUSIC,0,same,BEE1,BEE1,MH,CP,BP,MH,AC,BP,0,2020-12-07 19:00:56,0,0,experienced,NA
299,PIlY,29,9,MUSIC,0,diff,BEE2,BEE1,AC,AC,BP,CP,MH,MH,0,2020-12-07 19:01:15,0,1,experienced,NA
309,PIlY,30,18,INSTR,6,same,viulut,viulut,BP,MH,BP,CP,AC,BP,1,2020-12-07 19:01:22,0,1,experienced,NA
3110,PIlY,31,31,INSTR,11,diff,viulut,viulut2,MH,AC,MH,BP,CP,BP,0,2020-12-07 19:01:52,0,1,experienced,NA
329,PIlY,32,4,MUSIC,0,same,BEE1,BEE1,CP,MH,CP,AC,BP,CP,1,2020-12-07 19:01:56,0,0,experienced,NA
140,SsgcGU,1,13,MUSIC,0,same,BEE2,BEE2,AC,MH,CP,AC,BP,AC,1,2020-11-05 09:47:00,0,1,none,Sony WH-1000XM3
240,SsgcGU,2,21,INSTR,14,diff,viulut,viulut2,AC,BP,MH,CP,AC,CP,0,2020-11-05 09:49:47,0,1,none,Sony WH-1000XM3
320,SsgcGU,3,7,MUSIC,0,diff,BEE1,BEE2,MH,AC,BP,CP,MH,MH,1,2020-11-05 09:51:08,0,0,none,Sony WH-1000XM3
410,SsgcGU,4,6,MUSIC,0,diff,BEE1,BEE2,BP,MH,BP,CP,AC,MH,0,2020-11-05 09:52:30,0,0,none,Sony WH-1000XM3
510,SsgcGU,5,10,MUSIC,0,diff,BEE2,BEE1,BP,CP,BP,MH,AC,CP,0,2020-11-05 09:52:39,0,1,none,Sony WH-1000XM3
610,SsgcGU,6,26,INSTR,5,same,viulut,viulut,BP,BP,CP,MH,AC,BP,1,2020-11-05 09:52:40,0,1,none,Sony WH-1000XM3
710,SsgcGU,7,9,MUSIC,0,diff,BEE2,BEE1,AC,AC,CP,MH,BP,AC,1,2020-11-05 09:52:42,0,1,none,Sony WH-1000XM3
810,SsgcGU,8,16,MUSIC,0,same,BEE2,BEE2,CP,BP,AC,CP,MH,BP,0,2020-11-05 09:52:43,0,1,none,Sony WH-1000XM3
910,SsgcGU,9,5,MUSIC,0,diff,BEE1,BEE2,AC,CP,BP,AC,MH,CP,0,2020-11-05 09:52:44,0,0,none,Sony WH-1000XM3
1010,SsgcGU,10,30,INSTR,13,diff,viulut,viulut2,BP,BP,CP,AC,MH,BP,1,2020-11-05 09:52:46,0,1,none,Sony WH-1000XM3
1114,SsgcGU,11,25,INSTR,8,same,viulut,viulut,AC,AC,BP,CP,MH,AC,1,2020-11-05 09:52:47,0,1,none,Sony WH-1000XM3
1212,SsgcGU,12,31,INSTR,16,diff,viulut,viulut2,MH,AC,BP,CP,MH,AC,0,2020-11-05 09:52:48,0,1,none,Sony WH-1000XM3
1310,SsgcGU,13,3,MUSIC,0,same,BEE1,BEE1,MH,AC,MH,BP,CP,AC,0,2020-11-05 09:52:49,0,0,none,Sony WH-1000XM3
1410,SsgcGU,14,2,MUSIC,0,same,BEE1,BEE1,BP,MH,AC,BP,CP,MH,0,2020-11-05 09:52:50,0,0,none,Sony WH-1000XM3
1510,SsgcGU,15,23,INSTR,7,diff,viulut,viulut2,MH,BP,AC,CP,MH,BP,0,2020-11-05 09:52:51,0,1,none,Sony WH-1000XM3
1610,SsgcGU,16,12,MUSIC,0,diff,BEE2,BEE1,CP,AC,CP,MH,BP,AC,0,2020-11-05 09:52:52,0,1,none,Sony WH-1000XM3
1710,SsgcGU,17,1,MUSIC,0,same,BEE1,BEE1,AC,MH,BP,AC,CP,MH,0,2020-11-05 09:52:53,0,0,none,Sony WH-1000XM3
1810,SsgcGU,18,29,INSTR,12,diff,viulut,viulut2,AC,CP,MH,BP,AC,CP,0,2020-11-05 09:52:55,0,1,none,Sony WH-1000XM3
1910,SsgcGU,19,4,MUSIC,0,same,BEE1,BEE1,CP,CP,MH,AC,BP,CP,1,2020-11-05 09:52:56,0,0,none,Sony WH-1000XM3
2010,SsgcGU,20,8,MUSIC,0,diff,BEE1,BEE2,CP,AC,MH,BP,CP,AC,0,2020-11-05 09:52:57,0,0,none,Sony WH-1000XM3
2114,SsgcGU,21,14,MUSIC,0,same,BEE2,BEE2,BP,CP,BP,AC,MH,CP,0,2020-11-05 09:52:59,0,1,none,Sony WH-1000XM3
