SUB_ID,ORD,CASE_ID,SOUNDTYPE,SOUNDNUM,SAMEDIFF,MUS_REF,MUS_COM,REF,A,B,C,D,ANS,CORRECT,TIME,COMPLETED,REP
S7,20,8,MUSIC,0,diff,BEE1,BEE2,CP,BP,CP,MH,AC,AC,0,18-Jan-2020 21:09:12,0,0
S7,21,31,INSTR,15,diff,viulut,viulut2,MH,CP,BP,MH,AC,MH,1,18-Jan-2020 21:09:13,0,1
S7,22,4,MUSIC,0,same,BEE1,BEE1,CP,BP,MH,CP,AC,MH,0,18-Jan-2020 21:09:12,0,0
S7,23,20,INSTR,4,same,viulut,viulut,CP,AC,BP,CP,MH,BP,0,18-Jan-2020 21:09:13,0,1
S7,24,25,INSTR,9,same,viulut,viulut,AC,MH,CP,BP,AC,AC,1,18-Jan-2020 21:09:13,0,1
S7,25,10,MUSIC,0,diff,BEE2,BEE1,BP,MH,AC,BP,CP,AC,0,18-Jan-2020 21:09:12,0,1
S7,26,1,MUSIC,0,same,BEE1,BEE1,AC,CP,BP,MH,AC,AC,1,18-Jan-2020 21:09:12,0,0
S7,27,24,INSTR,8,diff,viulut,viulut2,CP,MH,AC,CP,BP,AC,0,18-Jan-2020 21:09:13,0,1
S7,28,15,MUSIC,0,same,BEE2,BEE2,MH,AC,BP,CP,MH,AC,0,18-Jan-2020 21:09:12,0,1
S7,29,9,MUSIC,0,diff,BEE2,BEE1,AC,CP,BP,MH,AC,CP,0,18-Jan-2020 21:09:12,0,1
S7,30,23,INSTR,7,diff,viulut,viulut2,MH,AC,CP,MH,BP,MH,1,18-Jan-2020 21:09:13,0,1
S7,31,21,INSTR,5,diff,viulut,viulut2,AC,BP,CP,MH,AC,CP,0,18-Jan-2020 21:09:13,0,1
S7,32,17,INSTR,1,same,viulut,viulut,AC,CP,AC,MH,BP,AC,1,18-Jan-2020 21:09:13,0,1
S8,1,23,INSTR,7,diff,viulut,viulut2,MH,BP,MH,CP,AC,BP,0,18-Jan-2020 21:09:13,0,1
S8,2,13,MUSIC,0,same,BEE2,BEE2,AC,BP,CP,MH,AC,AC,1,18-Jan-2020 21:09:12,0,1
S8,3,20,INSTR,4,same,viulut,viulut,CP,AC,MH,CP,BP,BP,0,18-Jan-2020 21:09:13,0,1
S8,4,22,INSTR,6,diff,viulut,viulut2,BP,AC,MH,CP,BP,MH,0,18-Jan-2020 21:09:13,0,1
S8,5,1,MUSIC,0,same,BEE1,BEE1,AC,MH,CP,BP,AC,BP,0,18-Jan-2020 21:09:12,0,0
S8,6,8,MUSIC,0,diff,BEE1,BEE2,CP,MH,AC,CP,BP,CP,1,18-Jan-2020 21:09:12,0,0
S8,7,11,MUSIC,0,diff,BEE2,BEE1,MH,AC,CP,MH,BP,AC,0,18-Jan-2020 21:09:12,0,1
S8,8,2,MUSIC,0,same,BEE1,BEE1,BP,AC,MH,CP,BP,BP,1,18-Jan-2020 21:09:12,0,0
S8,9,24,INSTR,8,diff,viulut,viulut2,CP,AC,BP,CP,MH,CP,1,18-Jan-2020 21:09:13,0,1
S8,10,7,MUSIC,0,diff,BEE1,BEE2,MH,AC,BP,MH,CP,MH,1,18-Jan-2020 21:09:12,0,0
S8,11,6,MUSIC,0,diff,BEE1,BEE2,BP,BP,AC,CP,MH,CP,0,18-Jan-2020 21:09:12,0,0
S8,12,19,INSTR,3,same,viulut,viulut,MH,MH,BP,AC,CP,CP,0,18-Jan-2020 21:09:13,0,1
S8,13,27,INSTR,11,same,viulut,viulut,MH,BP,MH,CP,AC,AC,0,18-Jan-2020 21:09:13,0,1
S8,14,18,INSTR,2,same,viulut,viulut,BP,CP,MH,BP,AC,BP,1,18-Jan-2020 21:09:13,0,1
S8,15,12,MUSIC,0,diff,BEE2,BEE1,CP,MH,AC,CP,BP,MH,0,18-Jan-2020 21:09:12,0,1
S8,16,31,INSTR,15,diff,viulut,viulut2,MH,BP,MH,CP,AC,AC,0,18-Jan-2020 21:09:13,0,1
S8,17,30,INSTR,14,diff,viulut,viulut2,BP,CP,BP,MH,AC,MH,0,18-Jan-2020 21:09:13,0,1
S8,18,14,MUSIC,0,same,BEE2,BEE2,BP,AC,CP,BP,MH,AC,0,18-Jan-2020 21:09:12,0,1
S8,19,26,INSTR,10,same,viulut,viulut,BP,BP,CP,AC,MH,CP,0,18-Jan-2020 21:09:13,0,1
S8,20,29,INSTR,13,diff,viulut,viulut2,AC,CP,BP,AC,MH,CP,0,18-Jan-2020 21:09:13,0,1
S8,21,10,MUSIC,0,diff,BEE2,BEE1,BP,BP,MH,AC,CP,BP,1,18-Jan-2020 21:09:12,0,1
S8,22,9,MUSIC,0,diff,BEE2,BEE1,AC,AC,BP,MH,CP,BP,0,18-Jan-2020 21:09:12,0,1
S8,23,15,MUSIC,0,same,BEE2,BEE2,MH,CP,MH,AC,BP,CP,0,18-Jan-2020 21:09:12,0,1
S8,24,17,INSTR,1,same,viulut,viulut,AC,MH,BP,CP,AC,AC,1,18-Jan-2020 21:09:13,0,1
S8,25,21,INSTR,5,diff,viulut,viulut2,AC,BP,AC,CP,MH,BP,0,18-Jan-2020 21:09:13,0,1
S8,26,28,INSTR,12,same,viulut,viulut,CP,MH,BP,AC,CP,BP,0,18-Jan-2020 21:09:13,0,1
S8,27,16,MUSIC,0,same,BEE2,BEE2,CP,AC,BP,CP,MH,MH,0,18-Jan-2020 21:09:12,0,1
S8,28,3,MUSIC,0,same,BEE1,BEE1,MH,BP,CP,AC,MH,AC,0,18-Jan-2020 21:09:12,0,0
S8,29,25,INSTR,9,same,viulut,viulut,AC,MH,CP,AC,BP,AC,1,18-Jan-2020 21:09:13,0,1
S8,30,32,INSTR,16,diff,viulut,viulut2,CP,CP,AC,BP,MH,MH,0,18-Jan-2020 21:09:13,0,1
S8,31,4,MUSIC,0,same,BEE1,BEE1,CP,CP,AC,BP,MH,AC,0,18-Jan-2020 21:09:12,0,0
S8,32,5,MUSIC,0,diff,BEE1,BEE2,AC,BP,AC,MH,CP,AC,1,18-Jan-2020 21:09:12,0,0
S9,1,31,INSTR,15,diff,viulut,viulut2,MH,BP,AC,MH,CP,MH,1,18-Jan-2020 21:09:13,0,1
S9,2,22,INSTR,6,diff,viulut,viulut2,BP,MH,BP,CP,AC,CP,0,18-Jan-2020 21:09:13,0,1
S9,3,1,MUSIC,0,same,BEE1,BEE1,AC,AC,CP,MH,BP,CP,0,18-Jan-2020 21:09:12,0,0
S9,4,7,MUSIC,0,diff,BEE1,BEE2,MH,BP,AC,CP,MH,AC,0,18-Jan-2020 21:09:12,0,0
S9,5,17,INSTR,1,same,viulut,viulut,AC,BP,AC,MH,CP,MH,0,18-Jan-2020 21:09:13,0,1
S9,6,26,INSTR,10,same,viulut,viulut,BP,CP,AC,BP,MH,CP,0,18-Jan-2020 21:09:13,0,1
S9,7,6,MUSIC,0,diff,BEE1,BEE2,BP,AC,MH,BP,CP,MH,0,18-Jan-2020 21:09:12,0,0
S9,8,23,INSTR,7,diff,viulut,viulut2,MH,AC,BP,MH,CP,MH,1,18-Jan-2020 21:09:13,0,1
S9,9,2,MUSIC,0,same,BEE1,BEE1,BP,BP,CP,MH,AC,AC,0,18-Jan-2020 21:09:12,0,0
S9,10,16,MUSIC,0,same,BEE2,BEE2,CP,BP,MH,AC,CP,AC,0,18-Jan-2020 21:09:12,0,1
S9,11,18,INSTR,2,same,viulut,viulut,BP,AC,MH,CP,BP,BP,1,18-Jan-2020 21:09:13,0,1
S9,12,11,MUSIC,0,diff,BEE2,BEE1,MH,CP,MH,BP,AC,MH,1,18-Jan-2020 21:09:12,0,1
S9,13,12,MUSIC,0,diff,BEE2,BEE1,CP,AC,BP,CP,MH,AC,0,18-Jan-2020 21:09:12,0,1
S9,14,25,INSTR,9,same,viulut,viulut,AC,AC,CP,MH,BP,AC,1,18-Jan-2020 21:09:13,0,1
S9,15,28,INSTR,12,same,viulut,viulut,CP,BP,AC,MH,CP,CP,1,18-Jan-2020 21:09:13,0,1
S9,16,24,INSTR,8,diff,viulut,viulut2,CP,AC,MH,CP,BP,AC,0,18-Jan-2020 21:09:13,0,1
S9,17,14,MUSIC,0,same,BEE2,BEE2,BP,MH,AC,BP,CP,CP,0,18-Jan-2020 21:09:12,0,1
S9,18,9,MUSIC,0,diff,BEE2,BEE1,AC,CP,BP,AC,MH,MH,0,18-Jan-2020 21:09:12,0,1
S9,19,10,MUSIC,0,diff,BEE2,BEE1,BP,AC,MH,CP,BP,AC,0,18-Jan-2020 21:09:12,0,1
S9,20,3,MUSIC,0,same,BEE1,BEE1,MH,MH,CP,AC,BP,MH,1,18-Jan-2020 21:09:12,0,0
S9,21,19,INSTR,3,same,viulut,viulut,MH,CP,BP,AC,MH,MH,1,18-Jan-2020 21:09:13,0,1
S9,22,30,INSTR,14,diff,viulut,viulut2,BP,MH,BP,CP,AC,BP,1,18-Jan-2020 21:09:13,0,1
S9,23,32,INSTR,16,diff,viulut,viulut2,CP,MH,CP,BP,AC,AC,0,18-Jan-2020 21:09:13,0,1
S9,24,29,INSTR,13,diff,viulut,viulut2,AC,MH,BP,AC,CP,MH,0,18-Jan-2020 21:09:13,0,1
S9,25,20,INSTR,4,same,viulut,viulut,CP,CP,BP,MH,AC,AC,0,18-Jan-2020 21:09:13,0,1
S9,26,8,MUSIC,0,diff,BEE1,BEE2,CP,AC,BP,CP,MH,BP,0,18-Jan-2020 21:09:12,0,0
S9,27,15,MUSIC,0,same,BEE2,BEE2,MH,CP,MH,BP,AC,CP,0,18-Jan-2020 21:09:12,0,1
S9,28,5,MUSIC,0,diff,BEE1,BEE2,AC,CP,AC,MH,BP,BP,0,18-Jan-2020 21:09:12,0,0
S9,29,27,INSTR,11,same,viulut,viulut,MH,CP,MH,BP,AC,CP,0,18-Jan-2020 21:09:13,0,1
S9,30,4,MUSIC,0,same,BEE1,BEE1,CP,BP,MH,CP,AC,BP,0,18-Jan-2020 21:09:12,0,0
S9,31,13,MUSIC,0,same,BEE2,BEE2,AC,CP,BP,MH,AC,AC,1,18-Jan-2020 21:09:12,0,1
S9,32,21,INSTR,5,diff,viulut,viulut2,AC,AC,BP,CP,MH,BP,0,18-Jan-2020 21:09:13,0,1
S10,1,28,INSTR,12,same,viulut,viulut,CP,BP,MH,AC,CP,BP,0,18-Jan-2020 21:09:13,0,1
S10,2,18,INSTR,2,same,viulut,viulut,BP,CP,BP,MH,AC,MH,0,18-Jan-2020 21:09:13,0,1
S10,3,26,INSTR,10,same,viulut,viulut,BP,MH,CP,BP,AC,BP,1,18-Jan-2020 21:09:13,0,1
S10,4,7,MUSIC,0,diff,BEE1,BEE2,MH,BP,MH,AC,CP,CP,0,18-Jan-2020 21:09:12,0,0
S10,5,30,INSTR,14,diff,viulut,viulut2,BP,MH,AC,BP,CP,BP,1,18-Jan-2020 21:09:13,0,1
S10,6,17,INSTR,1,same,viulut,viulut,AC,AC,CP,MH,BP,BP,0,18-Jan-2020 21:09:13,0,1
S10,7,1,MUSIC,0,same,BEE1,BEE1,AC,BP,MH,CP,AC,CP,0,18-Jan-2020 21:09:12,0,0
S10,8,31,INSTR,15,diff,viulut,viulut2,MH,MH,CP,BP,AC,BP,0,18-Jan-2020 21:09:13,0,1
S10,9,5,MUSIC,0,diff,BEE1,BEE2,AC,MH,AC,BP,CP,AC,1,18-Jan-2020 21:09:12,0,0
S10,10,22,INSTR,6,diff,viulut,viulut2,BP,CP,AC,MH,BP,AC,0,18-Jan-2020 21:09:13,0,1
S10,11,25,INSTR,9,same,viulut,viulut,AC,AC,CP,BP,MH,AC,1,18-Jan-2020 21:09:13,0,1
S10,12,13,MUSIC,0,same,BEE2,BEE2,AC,BP,MH,CP,AC,BP,0,18-Jan-2020 21:09:12,0,1
S10,13,14,MUSIC,0,same,BEE2,BEE2,BP,AC,MH,BP,CP,CP,0,18-Jan-2020 21:09:12,0,1
S10,14,19,INSTR,3,same,viulut,viulut,MH,CP,AC,MH,BP,CP,0,18-Jan-2020 21:09:13,0,1
S10,15,9,MUSIC,0,diff,BEE2,BEE1,AC,BP,MH,AC,CP,MH,0,18-Jan-2020 21:09:12,0,1
S10,16,27,INSTR,11,same,viulut,viulut,MH,CP,AC,BP,MH,CP,0,18-Jan-2020 21:09:13,0,1
S10,17,3,MUSIC,0,same,BEE1,BEE1,MH,BP,CP,AC,MH,BP,0,18-Jan-2020 21:09:12,0,0
S10,18,11,MUSIC,0,diff,BEE2,BEE1,MH,MH,BP,AC,CP,MH,1,18-Jan-2020 21:09:12,0,1
S10,19,32,INSTR,16,diff,viulut,viulut2,CP,AC,CP,BP,MH,BP,0,18-Jan-2020 21:09:13,0,1
S10,20,23,INSTR,7,diff,viulut,viulut2,MH,BP,MH,CP,AC,CP,0,18-Jan-2020 21:09:13,0,1
S10,21,4,MUSIC,0,same,BEE1,BEE1,CP,AC,CP,BP,MH,BP,0,18-Jan-2020 21:09:12,0,0
S10,22,20,INSTR,4,same,viulut,viulut,CP,CP,BP,AC,MH,CP,1,18-Jan-2020 21:09:13,0,1
S10,23,15,MUSIC,0,same,BEE2,BEE2,MH,BP,AC,MH,CP,AC,0,18-Jan-2020 21:09:12,0,1
S10,24,29,INSTR,13,diff,viulut,viulut2,AC,CP,BP,AC,MH,CP,0,18-Jan-2020 21:09:13,0,1
S10,25,24,INSTR,8,diff,viulut,viulut2,CP,CP,MH,AC,BP,BP,0,18-Jan-2020 21:09:13,0,1
S10,26,8,MUSIC,0,diff,BEE1,BEE2,CP,AC,CP,MH,BP,AC,0,18-Jan-2020 21:09:12,0,0
S10,27,12,MUSIC,0,diff,BEE2,BEE1,CP,CP,MH,AC,BP,AC,0,18-Jan-2020 21:09:12,0,1
S10,28,6,MUSIC,0,diff,BEE1,BEE2,BP,AC,MH,BP,CP,BP,1,18-Jan-2020 21:09:12,0,0
S10,29,16,MUSIC,0,same,BEE2,BEE2,CP,AC,MH,CP,BP,CP,1,18-Jan-2020 21:09:12,0,1
S10,30,21,INSTR,5,diff,viulut,viulut2,AC,CP,MH,BP,AC,BP,0,18-Jan-2020 21:09:13,0,1
S10,31,10,MUSIC,0,diff,BEE2,BEE1,BP,AC,MH,CP,BP,CP,0,18-Jan-2020 21:09:12,0,1
S10,32,2,MUSIC,0,same,BEE1,BEE1,BP,BP,MH,AC,CP,AC,0,18-Jan-2020 21:09:12,0,0
S11,1,12,MUSIC,0,diff,BEE2,BEE1,CP,BP,MH,AC,CP,BP,0,18-Jan-2020 21:09:12,0,1
S11,2,18,INSTR,2,same,viulut,viulut,BP,CP,AC,MH,BP,AC,0,18-Jan-2020 21:09:13,0,1
S11,3,20,INSTR,4,same,viulut,viulut,CP,AC,BP,CP,MH,CP,1,18-Jan-2020 21:09:13,0,1
S11,4,23,INSTR,7,diff,viulut,viulut2,MH,BP,AC,MH,CP,MH,1,18-Jan-2020 21:09:13,0,1
S11,5,28,INSTR,12,same,viulut,viulut,CP,AC,CP,BP,MH,MH,0,18-Jan-2020 21:09:13,0,1
S11,6,3,MUSIC,0,same,BEE1,BEE1,MH,AC,CP,MH,BP,MH,1,18-Jan-2020 21:09:12,0,0
S11,7,13,MUSIC,0,same,BEE2,BEE2,AC,CP,AC,BP,MH,BP,0,18-Jan-2020 21:09:12,0,1
S11,8,27,INSTR,11,same,viulut,viulut,MH,BP,CP,MH,AC,MH,1,18-Jan-2020 21:09:13,0,1
S11,9,2,MUSIC,0,same,BEE1,BEE1,BP,AC,CP,MH,BP,BP,1,18-Jan-2020 21:09:12,0,0
S11,10,19,INSTR,3,same,viulut,viulut,MH,MH,BP,AC,CP,CP,0,18-Jan-2020 21:09:13,0,1
S11,11,15,MUSIC,0,same,BEE2,BEE2,MH,AC,BP,CP,MH,BP,0,18-Jan-2020 21:09:12,0,1
S11,12,16,MUSIC,0,same,BEE2,BEE2,CP,CP,AC,BP,MH,CP,1,18-Jan-2020 21:09:12,0,1
S11,13,24,INSTR,8,diff,viulut,viulut2,CP,MH,BP,CP,AC,CP,1,18-Jan-2020 21:09:13,0,1
S11,14,25,INSTR,9,same,viulut,viulut,AC,MH,BP,AC,CP,AC,1,18-Jan-2020 21:09:13,0,1
S11,15,29,INSTR,13,diff,viulut,viulut2,AC,CP,MH,BP,AC,BP,0,18-Jan-2020 21:09:13,0,1
S11,16,10,MUSIC,0,diff,BEE2,BEE1,BP,AC,BP,MH,CP,CP,0,18-Jan-2020 21:09:12,0,1
S11,17,22,INSTR,6,diff,viulut,viulut2,BP,CP,MH,AC,BP,BP,1,18-Jan-2020 21:09:13,0,1
S11,18,8,MUSIC,0,diff,BEE1,BEE2,CP,CP,MH,AC,BP,BP,0,18-Jan-2020 21:09:12,0,0
S11,19,17,INSTR,1,same,viulut,viulut,AC,BP,MH,AC,CP,MH,0,18-Jan-2020 21:09:13,0,1
S11,20,31,INSTR,15,diff,viulut,viulut2,MH,BP,AC,CP,MH,CP,0,18-Jan-2020 21:09:13,0,1
S11,21,26,INSTR,10,same,viulut,viulut,BP,AC,CP,MH,BP,CP,0,18-Jan-2020 21:09:13,0,1
S11,22,5,MUSIC,0,diff,BEE1,BEE2,AC,AC,MH,BP,CP,MH,0,18-Jan-2020 21:09:12,0,0
S11,23,21,INSTR,5,diff,viulut,viulut2,AC,CP,AC,BP,MH,MH,0,18-Jan-2020 21:09:13,0,1
S11,24,30,INSTR,14,diff,viulut,viulut2,BP,CP,AC,MH,BP,MH,0,18-Jan-2020 21:09:13,0,1
S11,25,1,MUSIC,0,same,BEE1,BEE1,AC,BP,CP,MH,AC,BP,0,18-Jan-2020 21:09:12,0,0
S11,26,14,MUSIC,0,same,BEE2,BEE2,BP,BP,CP,AC,MH,CP,0,18-Jan-2020 21:09:12,0,1
S11,27,4,MUSIC,0,same,BEE1,BEE1,CP,BP,AC,MH,CP,BP,0,18-Jan-2020 21:09:12,0,0
S11,28,11,MUSIC,0,diff,BEE2,BEE1,MH,CP,MH,AC,BP,CP,0,18-Jan-2020 21:09:12,0,1
S11,29,32,INSTR,16,diff,viulut,viulut2,CP,CP,BP,AC,MH,CP,1,18-Jan-2020 21:09:13,0,1
S11,30,9,MUSIC,0,diff,BEE2,BEE1,AC,CP,BP,AC,MH,AC,1,18-Jan-2020 21:09:12,0,1
S11,31,6,MUSIC,0,diff,BEE1,BEE2,BP,CP,BP,AC,MH,AC,0,18-Jan-2020 21:09:12,0,0
S11,32,7,MUSIC,0,diff,BEE1,BEE2,MH,BP,AC,MH,CP,AC,0,18-Jan-2020 21:09:12,0,0
S12,1,17,INSTR,1,same,viulut,viulut,AC,MH,AC,CP,BP,BP,0,18-Jan-2020 21:09:13,0,1
S12,2,2,MUSIC,0,same,BEE1,BEE1,BP,MH,CP,AC,BP,CP,0,18-Jan-2020 21:09:12,0,0
S12,3,16,MUSIC,0,same,BEE2,BEE2,CP,BP,AC,CP,MH,BP,0,18-Jan-2020 21:09:12,0,1
S12,4,23,INSTR,7,diff,viulut,viulut2,MH,CP,AC,BP,MH,BP,0,18-Jan-2020 21:09:13,0,1
S12,5,19,INSTR,3,same,viulut,viulut,MH,BP,MH,AC,CP,BP,0,18-Jan-2020 21:09:13,0,1
S12,6,9,MUSIC,0,diff,BEE2,BEE1,AC,CP,MH,AC,BP,CP,0,18-Jan-2020 21:09:12,0,1
S12,7,14,MUSIC,0,same,BEE2,BEE2,BP,BP,AC,MH,CP,CP,0,18-Jan-2020 21:09:12,0,1
S12,8,32,INSTR,16,diff,viulut,viulut2,CP,AC,CP,MH,BP,MH,0,18-Jan-2020 21:09:13,0,1
S12,9,18,INSTR,2,same,viulut,viulut,BP,MH,AC,CP,BP,BP,1,18-Jan-2020 21:09:13,0,1
S12,10,8,MUSIC,0,diff,BEE1,BEE2,CP,BP,AC,MH,CP,BP,0,18-Jan-2020 21:09:12,0,0
S12,11,15,MUSIC,0,same,BEE2,BEE2,MH,MH,AC,BP,CP,AC,0,18-Jan-2020 21:09:12,0,1
S12,12,22,INSTR,6,diff,viulut,viulut2,BP,MH,CP,BP,AC,MH,0,18-Jan-2020 21:09:13,0,1
S12,13,28,INSTR,12,same,viulut,viulut,CP,CP,MH,AC,BP,CP,1,18-Jan-2020 21:09:13,0,1
S12,14,25,INSTR,9,same,viulut,viulut,AC,AC,MH,BP,CP,CP,0,18-Jan-2020 21:09:13,0,1
S12,15,3,MUSIC,0,same,BEE1,BEE1,MH,AC,BP,MH,CP,CP,0,18-Jan-2020 21:09:12,0,0
S12,16,7,MUSIC,0,diff,BEE1,BEE2,MH,BP,CP,AC,MH,BP,0,18-Jan-2020 21:09:12,0,0
S12,17,31,INSTR,15,diff,viulut,viulut2,MH,BP,AC,CP,MH,CP,0,18-Jan-2020 21:09:13,0,1
S12,18,1,MUSIC,0,same,BEE1,BEE1,AC,MH,CP,BP,AC,MH,0,18-Jan-2020 21:09:12,0,0
S12,19,30,INSTR,14,diff,viulut,viulut2,BP,MH,AC,CP,BP,AC,0,18-Jan-2020 21:09:13,0,1
S12,20,29,INSTR,13,diff,viulut,viulut2,AC,BP,CP,MH,AC,BP,0,18-Jan-2020 21:09:13,0,1
S12,21,13,MUSIC,0,same,BEE2,BEE2,AC,BP,CP,MH,AC,BP,0,18-Jan-2020 21:09:12,0,1
S12,22,20,INSTR,4,same,viulut,viulut,CP,MH,CP,BP,AC,MH,0,18-Jan-2020 21:09:13,0,1
S12,23,5,MUSIC,0,diff,BEE1,BEE2,AC,BP,AC,CP,MH,MH,0,18-Jan-2020 21:09:12,0,0
S12,24,27,INSTR,11,same,viulut,viulut,MH,CP,AC,MH,BP,BP,0,18-Jan-2020 21:09:13,0,1
S12,25,26,INSTR,10,same,viulut,viulut,BP,MH,CP,BP,AC,BP,1,18-Jan-2020 21:09:13,0,1
S12,26,11,MUSIC,0,diff,BEE2,BEE1,MH,AC,CP,MH,BP,MH,1,18-Jan-2020 21:09:12,0,1
S12,27,24,INSTR,8,diff,viulut,viulut2,CP,AC,MH,CP,BP,CP,1,18-Jan-2020 21:09:13,0,1
S12,28,6,MUSIC,0,diff,BEE1,BEE2,BP,MH,BP,AC,CP,MH,0,18-Jan-2020 21:09:12,0,0
S12,29,21,INSTR,5,diff,viulut,viulut2,AC,BP,AC,MH,CP,MH,0,18-Jan-2020 21:09:13,0,1
S12,30,12,MUSIC,0,diff,BEE2,BEE1,CP,BP,MH,CP,AC,MH,0,18-Jan-2020 21:09:12,0,1
S12,31,10,MUSIC,0,diff,BEE2,BEE1,BP,AC,CP,BP,MH,BP,1,18-Jan-2020 21:09:12,0,1
S12,32,4,MUSIC,0,same,BEE1,BEE1,CP,AC,MH,BP,CP,BP,0,18-Jan-2020 21:09:12,0,0
S13,1,11,MUSIC,0,diff,BEE2,BEE1,MH,AC,CP,BP,MH,AC,0,18-Jan-2020 21:09:12,0,1
S13,2,7,MUSIC,0,diff,BEE1,BEE2,MH,AC,MH,BP,CP,MH,1,18-Jan-2020 21:09:12,0,0
S13,3,25,INSTR,9,same,viulut,viulut,AC,MH,CP,BP,AC,BP,0,18-Jan-2020 21:09:13,0,1
S13,4,32,INSTR,16,diff,viulut,viulut2,CP,BP,MH,AC,CP,CP,1,18-Jan-2020 21:09:13,0,1
S13,5,19,INSTR,3,same,viulut,viulut,MH,MH,AC,BP,CP,BP,0,18-Jan-2020 21:09:13,0,1
S13,6,27,INSTR,11,same,viulut,viulut,MH,BP,AC,CP,MH,CP,0,18-Jan-2020 21:09:13,0,1
S13,7,10,MUSIC,0,diff,BEE2,BEE1,BP,CP,BP,MH,AC,MH,0,18-Jan-2020 21:09:12,0,1
S13,8,26,INSTR,10,same,viulut,viulut,BP,AC,BP,MH,CP,MH,0,18-Jan-2020 21:09:13,0,1
S13,9,21,INSTR,5,diff,viulut,viulut2,AC,AC,CP,BP,MH,BP,0,18-Jan-2020 21:09:13,0,1
S13,10,3,MUSIC,0,same,BEE1,BEE1,MH,MH,AC,CP,BP,AC,0,18-Jan-2020 21:09:12,0,0
S13,11,5,MUSIC,0,diff,BEE1,BEE2,AC,AC,CP,BP,MH,AC,1,18-Jan-2020 21:09:12,0,0
S13,12,1,MUSIC,0,same,BEE1,BEE1,AC,MH,CP,BP,AC,MH,0,18-Jan-2020 21:09:12,0,0
S13,13,29,INSTR,13,diff,viulut,viulut2,AC,BP,MH,AC,CP,AC,1,18-Jan-2020 21:09:13,0,1
S13,14,6,MUSIC,0,diff,BEE1,BEE2,BP,CP,BP,MH,AC,MH,0,18-Jan-2020 21:09:12,0,0
S13,15,13,MUSIC,0,same,BEE2,BEE2,AC,MH,BP,AC,CP,BP,0,18-Jan-2020 21:09:12,0,1
S13,16,15,MUSIC,0,same,BEE2,BEE2,MH,BP,AC,MH,CP,MH,1,18-Jan-2020 21:09:12,0,1
S13,17,4,MUSIC,0,same,BEE1,BEE1,CP,AC,BP,MH,CP,CP,1,18-Jan-2020 21:09:12,0,0
S13,18,22,INSTR,6,diff,viulut,viulut2,BP,BP,CP,AC,MH,AC,0,18-Jan-2020 21:09:13,0,1
S13,19,23,INSTR,7,diff,viulut,viulut2,MH,MH,CP,AC,BP,BP,0,18-Jan-2020 21:09:13,0,1
S13,20,14,MUSIC,0,same,BEE2,BEE2,BP,AC,BP,CP,MH,BP,1,18-Jan-2020 21:09:12,0,1
S13,21,18,INSTR,2,same,viulut,viulut,BP,BP,CP,MH,AC,AC,0,18-Jan-2020 21:09:13,0,1
S13,22,31,INSTR,15,diff,viulut,viulut2,MH,BP,CP,MH,AC,AC,0,18-Jan-2020 21:09:13,0,1
S13,23,9,MUSIC,0,diff,BEE2,BEE1,AC,BP,MH,CP,AC,AC,1,18-Jan-2020 21:09:12,0,1
S13,24,30,INSTR,14,diff,viulut,viulut2,BP,BP,CP,MH,AC,CP,0,18-Jan-2020 21:09:13,0,1
S13,25,24,INSTR,8,diff,viulut,viulut2,CP,CP,BP,AC,MH,CP,1,18-Jan-2020 21:09:13,0,1
S13,26,20,INSTR,4,same,viulut,viulut,CP,MH,BP,CP,AC,BP,0,18-Jan-2020 21:09:13,0,1
S13,27,16,MUSIC,0,same,BEE2,BEE2,CP,AC,CP,BP,MH,BP,0,18-Jan-2020 21:09:12,0,1
S13,28,12,MUSIC,0,diff,BEE2,BEE1,CP,MH,BP,AC,CP,MH,0,18-Jan-2020 21:09:12,0,1
S13,29,8,MUSIC,0,diff,BEE1,BEE2,CP,AC,MH,CP,BP,CP,1,18-Jan-2020 21:09:12,0,0
S13,30,17,INSTR,1,same,viulut,viulut,AC,CP,BP,AC,MH,CP,0,18-Jan-2020 21:09:13,0,1
S13,31,28,INSTR,12,same,viulut,viulut,CP,BP,AC,MH,CP,CP,1,18-Jan-2020 21:09:13,0,1
S13,32,2,MUSIC,0,same,BEE1,BEE1,BP,CP,AC,BP,MH,CP,0,18-Jan-2020 21:09:12,0,0
S14,1,1,MUSIC,0,same,BEE1,BEE1,AC,BP,AC,CP,MH,BP,0,18-Jan-2020 21:09:12,0,0
S14,2,3,MUSIC,0,same,BEE1,BEE1,MH,MH,BP,AC,CP,CP,0,18-Jan-2020 21:09:12,0,0
S14,3,4,MUSIC,0,same,BEE1,BEE1,CP,BP,MH,CP,AC,BP,0,18-Jan-2020 21:09:12,0,0
S14,4,14,MUSIC,0,same,BEE2,BEE2,BP,CP,BP,AC,MH,AC,0,18-Jan-2020 21:09:12,0,1
S14,5,9,MUSIC,0,diff,BEE2,BEE1,AC,MH,BP,AC,CP,MH,0,18-Jan-2020 21:09:12,0,1
S14,6,13,MUSIC,0,same,BEE2,BEE2,AC,MH,BP,CP,AC,MH,0,18-Jan-2020 21:09:12,0,1
S14,7,11,MUSIC,0,diff,BEE2,BEE1,MH,AC,MH,BP,CP,CP,0,18-Jan-2020 21:09:12,0,1
S14,8,17,INSTR,1,same,viulut,viulut,AC,CP,MH,AC,BP,AC,1,18-Jan-2020 21:09:13,0,1
